acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,portion,sample_no,mean_late_val_acc,epoch
0.129,2.281,0.184,2.189,11,crop,0.634,add-to-hue-and-saturation,0.653,0.635,1,0.212,1
0.169,2.192,0.24,2.102,11,crop,0.634,add-to-hue-and-saturation,0.653,0.635,1,0.212,2
0.129,2.277,0.136,2.408,11,crop,0.634,add-to-hue-and-saturation,0.653,0.635,2,0.185,1
0.187,2.167,0.235,2.127,11,crop,0.634,add-to-hue-and-saturation,0.653,0.635,2,0.185,2
0.126,2.277,0.18,2.227,11,crop,0.634,add-to-hue-and-saturation,0.653,0.635,3,0.194,1
0.187,2.172,0.208,2.295,11,crop,0.634,add-to-hue-and-saturation,0.653,0.635,3,0.194,2
0.123,2.284,0.213,2.195,12,add-to-hue-and-saturation,0.582,additive-gaussian-noise,0.475,0.624,1,0.267,1
0.192,2.161,0.32,1.877,12,add-to-hue-and-saturation,0.582,additive-gaussian-noise,0.475,0.624,1,0.267,2
0.125,2.278,0.247,2.145,12,add-to-hue-and-saturation,0.582,additive-gaussian-noise,0.475,0.624,2,0.26,1
0.196,2.149,0.273,1.909,12,add-to-hue-and-saturation,0.582,additive-gaussian-noise,0.475,0.624,2,0.26,2
0.128,2.283,0.216,2.189,12,add-to-hue-and-saturation,0.582,additive-gaussian-noise,0.475,0.624,3,0.256,1
0.186,2.153,0.297,1.934,12,add-to-hue-and-saturation,0.582,additive-gaussian-noise,0.475,0.624,3,0.256,2
0.17,2.214,0.305,1.997,13,sharpen,0.675,sharpen,0.778,0.95,1,0.288,1
0.283,1.978,0.272,2.043,13,sharpen,0.675,sharpen,0.778,0.95,1,0.288,2
0.154,2.248,0.265,2.047,13,sharpen,0.675,sharpen,0.778,0.95,2,0.334,1
0.286,1.966,0.404,1.716,13,sharpen,0.675,sharpen,0.778,0.95,2,0.334,2
0.162,2.226,0.344,2.022,13,sharpen,0.675,sharpen,0.778,0.95,3,0.343,1
0.293,1.968,0.342,1.825,13,sharpen,0.675,sharpen,0.778,0.95,3,0.343,2
0.151,2.244,0.205,2.166,14,invert,0.014,brighten,0.674,0.972,1,0.233,1
0.243,2.057,0.26,1.973,14,invert,0.014,brighten,0.674,0.972,1,0.233,2
0.151,2.244,0.229,2.181,14,invert,0.014,brighten,0.674,0.972,2,0.218,1
0.24,2.064,0.207,2.128,14,invert,0.014,brighten,0.674,0.972,2,0.218,2
0.146,2.246,0.247,2.044,14,invert,0.014,brighten,0.674,0.972,3,0.258,1
0.24,2.047,0.269,1.978,14,invert,0.014,brighten,0.674,0.972,3,0.258,2
0.149,2.252,0.211,2.105,15,perspective-transform,0.51,gaussian-blur,0.451,0.02,1,0.236,1
0.233,2.063,0.261,1.996,15,perspective-transform,0.51,gaussian-blur,0.451,0.02,1,0.236,2
0.127,2.274,0.221,2.139,15,perspective-transform,0.51,gaussian-blur,0.451,0.02,2,0.208,1
0.233,2.082,0.195,2.09,15,perspective-transform,0.51,gaussian-blur,0.451,0.02,2,0.208,2
0.133,2.277,0.108,2.347,15,perspective-transform,0.51,gaussian-blur,0.451,0.02,3,0.108,1
0.236,2.097,0.185,2.216,15,perspective-transform,0.51,gaussian-blur,0.451,0.02,3,0.108,2
0.139,2.26,0.184,2.17,16,additive-gaussian-noise,0.98,emboss,0.481,0.689,1,0.24,1
0.211,2.125,0.297,1.913,16,additive-gaussian-noise,0.98,emboss,0.481,0.689,1,0.24,2
0.142,2.263,0.22,2.071,16,additive-gaussian-noise,0.98,emboss,0.481,0.689,2,0.24,1
0.215,2.127,0.259,1.999,16,additive-gaussian-noise,0.98,emboss,0.481,0.689,2,0.24,2
0.137,2.269,0.212,2.068,16,additive-gaussian-noise,0.98,emboss,0.481,0.689,3,0.226,1
0.222,2.117,0.24,1.928,16,additive-gaussian-noise,0.98,emboss,0.481,0.689,3,0.226,2
0.162,2.215,0.264,2.032,17,perspective-transform,0.918,translate-x,0.565,0.865,1,0.301,1
0.269,1.984,0.339,1.843,17,perspective-transform,0.918,translate-x,0.565,0.865,1,0.301,2
0.16,2.216,0.313,1.945,17,perspective-transform,0.918,translate-x,0.565,0.865,2,0.3,1
0.285,1.941,0.287,1.985,17,perspective-transform,0.918,translate-x,0.565,0.865,2,0.3,2
0.157,2.222,0.264,2.047,17,perspective-transform,0.918,translate-x,0.565,0.865,3,0.297,1
0.275,1.979,0.33,1.86,17,perspective-transform,0.918,translate-x,0.565,0.865,3,0.297,2
0.144,2.26,0.181,2.158,18,coarse-dropout,0.917,elastic-transform,0.083,0.278,1,0.181,1
0.257,2.027,0.199,2.179,18,coarse-dropout,0.917,elastic-transform,0.083,0.278,1,0.181,2
0.128,2.269,0.181,2.195,18,coarse-dropout,0.917,elastic-transform,0.083,0.278,2,0.208,1
0.241,2.07,0.235,2.031,18,coarse-dropout,0.917,elastic-transform,0.083,0.278,2,0.208,2
0.15,2.248,0.226,2.029,18,coarse-dropout,0.917,elastic-transform,0.083,0.278,3,0.245,1
0.251,2.044,0.264,2.114,18,coarse-dropout,0.917,elastic-transform,0.083,0.278,3,0.245,2
0.137,2.272,0.215,2.132,19,crop,0.842,brighten,0.841,0.265,1,0.242,1
0.215,2.115,0.269,2.028,19,crop,0.842,brighten,0.841,0.265,1,0.242,2
0.144,2.259,0.128,2.292,19,crop,0.842,brighten,0.841,0.265,2,0.196,1
0.224,2.114,0.263,2.078,19,crop,0.842,brighten,0.841,0.265,2,0.196,2
0.135,2.263,0.165,2.213,19,crop,0.842,brighten,0.841,0.265,3,0.191,1
0.242,2.078,0.217,2.49,19,crop,0.842,brighten,0.841,0.265,3,0.191,2
0.133,2.281,0.201,2.179,20,emboss,0.553,shear,0.37,0.146,1,0.284,1
0.254,2.056,0.368,1.834,20,emboss,0.553,shear,0.37,0.146,1,0.284,2
0.14,2.269,0.24,2.059,20,emboss,0.553,shear,0.37,0.146,2,0.255,1
0.251,2.062,0.269,1.945,20,emboss,0.553,shear,0.37,0.146,2,0.255,2
0.137,2.261,0.154,2.242,20,emboss,0.553,shear,0.37,0.146,3,0.22,1
0.252,2.039,0.285,1.931,20,emboss,0.553,shear,0.37,0.146,3,0.22,2
0.135,2.268,0.233,2.078,21,additive-gaussian-noise,0.684,additive-gaussian-noise,0.801,0.638,1,0.253,1
0.216,2.112,0.273,1.953,21,additive-gaussian-noise,0.684,additive-gaussian-noise,0.801,0.638,1,0.253,2
0.132,2.266,0.202,2.151,21,additive-gaussian-noise,0.684,additive-gaussian-noise,0.801,0.638,2,0.242,1
0.214,2.115,0.282,2.013,21,additive-gaussian-noise,0.684,additive-gaussian-noise,0.801,0.638,2,0.242,2
0.137,2.263,0.236,2.14,21,additive-gaussian-noise,0.684,additive-gaussian-noise,0.801,0.638,3,0.249,1
0.232,2.091,0.262,2.064,21,additive-gaussian-noise,0.684,additive-gaussian-noise,0.801,0.638,3,0.249,2
0.147,2.254,0.251,2.072,22,additive-gaussian-noise,0.934,dropout,0.734,0.838,1,0.273,1
0.208,2.131,0.295,1.992,22,additive-gaussian-noise,0.934,dropout,0.734,0.838,1,0.273,2
0.142,2.262,0.232,2.064,22,additive-gaussian-noise,0.934,dropout,0.734,0.838,2,0.284,1
0.225,2.113,0.336,1.909,22,additive-gaussian-noise,0.934,dropout,0.734,0.838,2,0.284,2
0.125,2.281,0.252,2.113,22,additive-gaussian-noise,0.934,dropout,0.734,0.838,3,0.255,1
0.201,2.139,0.259,1.989,22,additive-gaussian-noise,0.934,dropout,0.734,0.838,3,0.255,2
0.119,2.282,0.196,2.173,23,gaussian-blur,0.832,invert,0.998,0.883,1,0.239,1
0.201,2.15,0.281,1.971,23,gaussian-blur,0.832,invert,0.998,0.883,1,0.239,2
0.13,2.279,0.22,2.126,23,gaussian-blur,0.832,invert,0.998,0.883,2,0.268,1
0.202,2.152,0.316,1.876,23,gaussian-blur,0.832,invert,0.998,0.883,2,0.268,2
0.133,2.286,0.191,2.126,23,gaussian-blur,0.832,invert,0.998,0.883,3,0.264,1
0.207,2.145,0.337,1.874,23,gaussian-blur,0.832,invert,0.998,0.883,3,0.264,2
0.134,2.268,0.255,2.109,24,fog,0.659,super-pixels,0.818,0.972,1,0.267,1
0.238,2.089,0.28,1.952,24,fog,0.659,super-pixels,0.818,0.972,1,0.267,2
0.132,2.278,0.196,2.2,24,fog,0.659,super-pixels,0.818,0.972,2,0.276,1
0.231,2.098,0.356,1.82,24,fog,0.659,super-pixels,0.818,0.972,2,0.276,2
0.126,2.283,0.164,2.194,24,fog,0.659,super-pixels,0.818,0.972,3,0.248,1
0.21,2.12,0.331,1.859,24,fog,0.659,super-pixels,0.818,0.972,3,0.248,2
0.164,2.22,0.322,1.948,25,coarse-dropout,0.63,shear,0.836,0.935,1,0.321,1
0.258,2.001,0.32,1.906,25,coarse-dropout,0.63,shear,0.836,0.935,1,0.321,2
0.158,2.219,0.284,2.019,25,coarse-dropout,0.63,shear,0.836,0.935,2,0.324,1
0.259,2.017,0.364,1.809,25,coarse-dropout,0.63,shear,0.836,0.935,2,0.324,2
0.164,2.211,0.259,2.045,25,coarse-dropout,0.63,shear,0.836,0.935,3,0.299,1
0.262,2.025,0.34,1.862,25,coarse-dropout,0.63,shear,0.836,0.935,3,0.299,2
0.166,2.224,0.263,2.094,26,translate-x,0.035,additive-gaussian-noise,0.834,0.997,1,0.284,1
0.238,2.057,0.305,1.962,26,translate-x,0.035,additive-gaussian-noise,0.834,0.997,1,0.284,2
0.165,2.209,0.2,2.093,26,translate-x,0.035,additive-gaussian-noise,0.834,0.997,2,0.257,1
0.264,2.015,0.314,1.905,26,translate-x,0.035,additive-gaussian-noise,0.834,0.997,2,0.257,2
0.162,2.219,0.21,2.106,26,translate-x,0.035,additive-gaussian-noise,0.834,0.997,3,0.295,1
0.256,2.034,0.381,1.817,26,translate-x,0.035,additive-gaussian-noise,0.834,0.997,3,0.295,2
0.158,2.219,0.268,2.034,27,crop,0.557,emboss,0.84,0.924,1,0.295,1
0.238,2.05,0.322,1.917,27,crop,0.557,emboss,0.84,0.924,1,0.295,2
0.165,2.224,0.205,2.133,27,crop,0.557,emboss,0.84,0.924,2,0.262,1
0.25,2.04,0.318,1.817,27,crop,0.557,emboss,0.84,0.924,2,0.262,2
0.161,2.22,0.233,2.033,27,crop,0.557,emboss,0.84,0.924,3,0.241,1
0.231,2.056,0.249,2.007,27,crop,0.557,emboss,0.84,0.924,3,0.241,2
0.143,2.255,0.161,2.176,28,dropout,0.702,crop,0.77,0.949,1,0.221,1
0.191,2.156,0.281,2.051,28,dropout,0.702,crop,0.77,0.949,1,0.221,2
0.139,2.258,0.261,2.149,28,dropout,0.702,crop,0.77,0.949,2,0.296,1
0.198,2.143,0.331,1.929,28,dropout,0.702,crop,0.77,0.949,2,0.296,2
0.146,2.241,0.21,2.172,28,dropout,0.702,crop,0.77,0.949,3,0.264,1
0.205,2.135,0.317,1.965,28,dropout,0.702,crop,0.77,0.949,3,0.264,2
0.124,2.281,0.178,2.197,29,invert,0.617,fog,0.811,0.982,1,0.259,1
0.192,2.166,0.339,1.887,29,invert,0.617,fog,0.811,0.982,1,0.259,2
0.124,2.292,0.248,2.096,29,invert,0.617,fog,0.811,0.982,2,0.279,1
0.185,2.175,0.31,1.86,29,invert,0.617,fog,0.811,0.982,2,0.279,2
0.111,2.305,0.201,2.218,29,invert,0.617,fog,0.811,0.982,3,0.247,1
0.171,2.196,0.293,1.951,29,invert,0.617,fog,0.811,0.982,3,0.247,2
0.138,2.271,0.239,2.148,30,add-to-hue-and-saturation,0.972,gaussian-blur,0.836,0.308,1,0.291,1
0.202,2.147,0.343,1.971,30,add-to-hue-and-saturation,0.972,gaussian-blur,0.836,0.308,1,0.291,2
0.128,2.26,0.238,2.102,30,add-to-hue-and-saturation,0.972,gaussian-blur,0.836,0.308,2,0.238,1
0.203,2.123,0.125,2.565,30,add-to-hue-and-saturation,0.972,gaussian-blur,0.836,0.308,2,0.238,2
0.125,2.283,0.158,2.156,30,add-to-hue-and-saturation,0.972,gaussian-blur,0.836,0.308,3,0.223,1
0.194,2.153,0.288,1.943,30,add-to-hue-and-saturation,0.972,gaussian-blur,0.836,0.308,3,0.223,2
0.171,2.195,0.159,2.42,31,perspective-transform,0.816,emboss,0.778,0.937,1,0.217,1
0.3,1.933,0.275,1.889,31,perspective-transform,0.816,emboss,0.778,0.937,1,0.217,2
0.163,2.22,0.194,2.41,31,perspective-transform,0.816,emboss,0.778,0.937,2,0.251,1
0.302,1.918,0.308,1.927,31,perspective-transform,0.816,emboss,0.778,0.937,2,0.251,2
0.176,2.196,0.181,2.397,31,perspective-transform,0.816,emboss,0.778,0.937,3,0.181,1
0.306,1.91,0.224,2.065,31,perspective-transform,0.816,emboss,0.778,0.937,3,0.181,2
0.183,2.189,0.119,2.256,32,gaussian-blur,0.677,gamma-contrast,0.786,0.937,1,0.349,1
0.306,1.927,0.349,1.773,32,gaussian-blur,0.677,gamma-contrast,0.786,0.937,1,0.349,2
0.19,2.163,0.345,1.816,32,gaussian-blur,0.677,gamma-contrast,0.786,0.937,2,0.321,1
0.312,1.91,0.297,1.976,32,gaussian-blur,0.677,gamma-contrast,0.786,0.937,2,0.321,2
0.184,2.177,0.33,1.933,32,gaussian-blur,0.677,gamma-contrast,0.786,0.937,3,0.306,1
0.311,1.921,0.281,2.039,32,gaussian-blur,0.677,gamma-contrast,0.786,0.937,3,0.306,2
0.123,2.285,0.117,2.253,33,additive-gaussian-noise,0.726,add-to-hue-and-saturation,0.827,0.938,1,0.174,1
0.177,2.184,0.23,2.02,33,additive-gaussian-noise,0.726,add-to-hue-and-saturation,0.827,0.938,1,0.174,2
0.127,2.277,0.195,2.141,33,additive-gaussian-noise,0.726,add-to-hue-and-saturation,0.827,0.938,2,0.216,1
0.167,2.192,0.236,2.107,33,additive-gaussian-noise,0.726,add-to-hue-and-saturation,0.827,0.938,2,0.216,2
0.123,2.283,0.103,2.286,33,additive-gaussian-noise,0.726,add-to-hue-and-saturation,0.827,0.938,3,0.183,1
0.168,2.189,0.263,1.946,33,additive-gaussian-noise,0.726,add-to-hue-and-saturation,0.827,0.938,3,0.183,2
