INFO:root:run_bayesianopt ran with args: (), and kwargs: {'dataset_name': 'cifar10', 'model_name': 'basiccnn', 'num_classes': 10, 'train_set_size': 1000, 'opt_iterations': 500, 'opt_samples': 3, 'opt_initial_points': 30, 'child_epochs': 60, 'child_first_train_epochs': 0, 'child_batch_size': 64, 'opt_last_n_epochs': 5}
INFO:root:168, 0.5427777779102325, ['crop', 0.9808184720788328, 'add-to-hue-and-saturation', 0.893018127590065, 0.6032398121192738]
INFO:root:169, 0.5393333334392971, ['gamma-contrast', 0.09892574705969862, 'additive-gaussian-noise', 0.8644217680530095, 0.594780175965554]
INFO:root:170, 0.544111111111111, ['crop', 0.9411752455492046, 'add-to-hue-and-saturation', 0.17342178241172815, 0.5640484607282557]
INFO:root:171, 0.5135555556880103, ['crop', 0.9039836273174146, 'clouds', 0.9059083240437091, 0.7809186006944823]
INFO:root:172, 0.5285555557145012, ['crop', 0.9975911478761823, 'clouds', 0.8847699656089953, 0.6161727549776774]
INFO:root:173, 0.5548888886239793, ['crop', 0.9585091079683767, 'gaussian-blur', 0.7000529949827148, 0.582443223640192]
INFO:root:174, 0.5612222221427494, ['crop', 0.9413854072365416, 'brighten', 0.9327334408606969, 0.5627881003354969]
INFO:root:175, 0.5383333330949147, ['crop', 0.9359478078556447, 'translate-x', 0.9511520268247813, 0.6637184376278065]
INFO:root:176, 0.5545555557145012, ['crop', 0.9354828206196467, 'sharpen', 0.8901213873689032, 0.9984524163830104]
INFO:root:177, 0.577333333492279, ['crop', 0.5337191597208845, 'additive-gaussian-noise', 0.9071486271502218, 0.7632600419423352]
INFO:root:178, 0.5151111113495297, ['crop', 0.8152962662576441, 'crop', 0.9608468882130122, 0.7638416169070752]
INFO:root:179, 0.5288888890213437, ['crop', 0.6709045390350517, 'clouds', 0.9049007673794779, 0.8010468367336284]
INFO:root:180, 0.5576666664282481, ['crop', 0.7127787849345311, 'sharpen', 0.9203657005189587, 0.7745977059179101]
INFO:root:181, 0.5496666667991215, ['crop', 0.7983795494656629, 'brighten', 0.9694467656636113, 0.7364196641748042]
INFO:root:182, 0.5265555554231007, ['crop', 0.9098081835491968, 'gaussian-blur', 0.9631881369495285, 0.9031046594012364]
INFO:root:183, 0.5878888888623979, ['shear', 0.96622163024935, 'rotate', 0.9627700367356089, 0.9991154660415194]
INFO:root:184, 0.547666666507721, ['crop', 0.8743146309688786, 'rotate', 0.8791320085295552, 0.9966211530766262]
INFO:root:185, 0.54566666648123, ['crop', 0.9979116192485099, 'sharpen', 0.892688435285501, 0.844641529452104]
INFO:root:186, 0.5260000001324547, ['crop', 0.8334034699206652, 'shear', 0.9901300788857025, 0.9760102903097054]
INFO:root:187, 0.5700000001589458, ['crop', 0.4025891650419612, 'coarse-dropout', 0.9642844325448818, 0.8288244556975667]
INFO:root:188, 0.6301111108726924, ['rotate', 0.08382034166711518, 'emboss', 0.8731380779538249, 0.9956956239625037]
INFO:root:189, 0.5476666667461394, ['crop', 0.8505849465741843, 'clouds', 0.9571016547779599, 0.557339801623264]
INFO:root:190, 0.5538888891802893, ['crop', 0.8929700159513959, 'brighten', 0.9802756820040687, 0.6250578507691485]
INFO:root:191, 0.5467777778572507, ['crop', 0.7108572123621631, 'shear', 0.9791416093701425, 0.9106078402230323]
INFO:root:192, 0.5488888890213437, ['emboss', 0.12155682846827279, 'translate-y', 0.8628933986124283, 0.9616295999307969]
INFO:root:193, 0.5208888889948526, ['gamma-contrast', 0.0019560425758134996, 'fog', 0.24113798050155327, 0.9953617102478924]
INFO:root:194, 0.527777777645323, ['gamma-contrast', 0.005721591110368852, 'additive-gaussian-noise', 0.3518337095005895, 0.9978315467248983]
INFO:root:195, 0.6705555555423102, ['translate-x', 0.05467686318369837, 'invert', 0.9568479016953509, 0.9359668868026758]
INFO:root:196, 0.5548888889418708, ['crop', 0.8069371879871613, 'invert', 0.9619458498995639, 0.6334968724006911]
INFO:root:197, 0.5515555555555556, ['crop', 0.6744934536465972, 'invert', 0.9680104335577743, 0.8631778152169395]
INFO:root:198, 0.509222222381168, ['crop', 0.9562483406136089, 'gaussian-blur', 0.9642363565672978, 0.9011556011082835]
INFO:root:199, 0.5400000001324547, ['crop', 0.9629271186187969, 'invert', 0.7962839888247443, 0.8646890950434611]
INFO:root:200, 0.5604444444444445, ['crop', 0.8954889826811553, 'emboss', 0.9662667543481793, 0.97555105345395]
INFO:root:201, 0.5379999999470182, ['gamma-contrast', 0.0011199012880834804, 'invert', 0.9801301499605355, 0.7566164940848217]
INFO:root:202, 0.537555555820465, ['add-to-hue-and-saturation', 0.04956605445544117, 'rotate', 0.9912745287347868, 0.958422433658676]
INFO:root:203, 0.5736666665342118, ['translate-x', 0.835259302094185, 'translate-y', 0.9118115274790789, 0.9230448223743255]
INFO:root:204, 0.5647777778042686, ['crop', 0.9645382267919947, 'invert', 0.9604261303863747, 0.6673009980138319]
INFO:root:205, 0.6052222221957313, ['shear', 0.07446194009237629, 'gaussian-blur', 0.8957279586412114, 0.9678043672485035]
