acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,aug3_type,aug3_magnitude,portion,sample_no,mean_late_val_acc,epoch
0.66,0.952,0.482,1.718,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.489,43
0.661,0.957,0.517,1.547,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.489,44
0.658,0.957,0.509,1.492,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.489,45
0.662,0.927,0.53,1.466,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.489,46
0.689,0.898,0.535,1.542,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.489,47
0.694,0.872,0.538,1.516,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.489,48
0.682,0.894,0.525,1.6,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.489,49
0.682,0.868,0.499,1.657,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,1,0.489,50
0.115,2.306,0.165,2.277,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,1
0.147,2.272,0.195,2.218,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,2
0.199,2.188,0.209,2.056,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,3
0.248,2.077,0.166,2.566,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,4
0.256,2.048,0.322,1.857,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,5
0.283,2.001,0.351,1.839,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,6
0.314,1.899,0.329,1.846,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,7
0.318,1.89,0.325,1.793,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,8
0.335,1.821,0.34,1.806,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,9
0.357,1.794,0.385,1.653,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,10
0.363,1.769,0.383,1.662,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,11
0.39,1.73,0.358,1.678,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,12
0.398,1.674,0.298,1.99,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,13
0.398,1.662,0.363,1.708,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,14
0.41,1.62,0.355,1.708,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,15
0.442,1.556,0.319,1.976,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,16
0.446,1.545,0.422,1.588,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,17
0.456,1.515,0.406,1.628,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,18
0.477,1.475,0.409,1.634,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,19
0.471,1.466,0.43,1.528,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,20
0.496,1.428,0.38,1.746,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,21
0.494,1.406,0.424,1.594,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,22
0.512,1.374,0.369,1.889,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,23
0.52,1.35,0.45,1.557,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,24
0.529,1.327,0.449,1.564,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,25
0.535,1.28,0.44,1.652,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,26
0.543,1.281,0.38,1.765,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,27
0.56,1.241,0.44,1.719,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,28
0.565,1.228,0.477,1.622,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,29
0.569,1.202,0.458,1.592,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,30
0.581,1.194,0.477,1.655,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,31
0.589,1.136,0.442,1.617,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,32
0.608,1.124,0.474,1.562,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,33
0.618,1.117,0.471,1.532,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,34
0.612,1.1,0.439,1.688,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,35
0.617,1.072,0.5,1.521,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,36
0.624,1.051,0.482,1.586,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,37
0.644,1.027,0.414,1.863,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,38
0.644,0.998,0.473,1.643,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,39
0.656,0.991,0.503,1.569,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,40
0.666,0.969,0.489,1.636,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,41
0.666,0.934,0.503,1.592,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,42
0.664,0.941,0.495,1.623,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,43
0.678,0.919,0.507,1.61,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,44
0.684,0.884,0.506,1.727,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,45
0.69,0.883,0.497,1.655,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,46
0.694,0.879,0.484,1.665,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,47
0.697,0.84,0.496,1.677,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,48
0.708,0.843,0.455,1.708,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,49
0.707,0.81,0.473,1.866,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,2,0.419,50
0.119,2.305,0.12,2.289,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,1
0.148,2.272,0.147,2.241,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,2
0.194,2.214,0.321,2.061,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,3
0.243,2.107,0.291,2.022,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,4
0.272,2.027,0.308,1.969,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,5
0.289,1.984,0.369,1.784,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,6
0.306,1.928,0.308,1.849,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,7
0.331,1.86,0.357,1.776,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,8
0.338,1.825,0.374,1.792,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,9
0.363,1.787,0.399,1.681,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,10
0.378,1.745,0.413,1.652,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,11
0.395,1.685,0.396,1.659,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,12
0.404,1.661,0.426,1.625,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,13
0.404,1.654,0.427,1.619,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,14
0.425,1.578,0.418,1.632,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,15
0.433,1.604,0.436,1.616,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,16
0.457,1.539,0.419,1.576,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,17
0.465,1.513,0.43,1.639,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,18
0.487,1.472,0.429,1.635,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,19
0.474,1.475,0.424,1.677,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,20
0.495,1.412,0.469,1.503,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,21
0.494,1.412,0.435,1.599,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,22
0.51,1.368,0.437,1.749,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,23
0.495,1.372,0.47,1.577,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,24
0.531,1.324,0.438,1.614,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,25
0.538,1.3,0.479,1.471,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,26
0.546,1.302,0.469,1.52,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,27
0.56,1.251,0.456,1.562,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,28
0.552,1.252,0.473,1.544,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,29
0.561,1.209,0.49,1.511,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,30
0.58,1.173,0.49,1.499,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,31
0.59,1.156,0.514,1.464,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,32
0.6,1.147,0.495,1.471,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,33
0.604,1.122,0.438,1.768,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,34
0.61,1.085,0.469,1.606,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,35
0.616,1.09,0.5,1.539,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,36
0.634,1.048,0.489,1.523,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,37
0.635,1.018,0.477,1.706,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,38
0.633,1.035,0.52,1.485,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,39
0.652,1.019,0.535,1.449,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,40
0.655,0.983,0.496,1.596,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,41
0.646,0.962,0.516,1.507,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,42
0.65,0.983,0.483,1.711,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,43
0.668,0.916,0.521,1.565,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,44
0.679,0.92,0.519,1.548,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,45
0.687,0.883,0.527,1.528,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,46
0.681,0.906,0.513,1.516,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,47
0.688,0.876,0.527,1.608,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,48
0.685,0.887,0.511,1.502,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,49
0.711,0.804,0.517,1.582,1,dropout,0.844,invert,0.847,dropout,0.384,0.298,3,0.458,50
0.144,2.26,0.222,2.128,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,1
0.212,2.133,0.173,2.141,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,2
0.265,2.021,0.296,1.958,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,3
0.302,1.946,0.296,1.935,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,4
0.319,1.886,0.361,1.745,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,5
0.336,1.822,0.364,1.775,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,6
0.365,1.768,0.327,1.847,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,7
0.378,1.754,0.392,1.678,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,8
0.388,1.695,0.402,1.675,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,9
0.405,1.661,0.382,1.708,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,10
0.413,1.637,0.383,1.733,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,11
0.428,1.581,0.384,1.769,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,12
0.446,1.574,0.32,1.859,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,13
0.461,1.524,0.377,1.704,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,14
0.461,1.504,0.329,2.056,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,15
0.478,1.472,0.455,1.542,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,16
0.478,1.451,0.437,1.617,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,17
0.484,1.441,0.46,1.504,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,18
0.502,1.382,0.456,1.514,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,19
0.511,1.368,0.423,1.709,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,20
0.513,1.358,0.455,1.519,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,21
0.526,1.335,0.441,1.618,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,22
0.534,1.313,0.422,1.588,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,23
0.538,1.3,0.461,1.53,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,24
0.557,1.244,0.471,1.53,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,25
0.56,1.244,0.47,1.481,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,26
0.573,1.224,0.475,1.47,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,27
0.581,1.183,0.449,1.543,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,28
0.583,1.189,0.469,1.57,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,29
0.587,1.174,0.439,1.744,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,30
0.596,1.136,0.486,1.541,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,31
0.614,1.108,0.518,1.424,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,32
0.605,1.098,0.477,1.511,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,33
0.604,1.105,0.48,1.472,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,34
0.626,1.042,0.499,1.545,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,35
0.624,1.058,0.466,1.673,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,36
0.642,1.026,0.504,1.569,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,37
0.624,1.056,0.494,1.562,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,38
0.638,1.023,0.5,1.515,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,39
0.641,0.998,0.509,1.514,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,40
0.669,0.948,0.468,1.795,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,41
0.647,0.984,0.493,1.561,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,42
0.67,0.938,0.514,1.47,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,43
0.661,0.927,0.501,1.589,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,44
0.67,0.927,0.494,1.674,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,45
0.673,0.956,0.525,1.467,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,46
0.684,0.894,0.495,1.658,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,47
0.674,0.909,0.511,1.588,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,48
0.693,0.87,0.485,1.725,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,49
0.687,0.868,0.504,1.493,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,1,0.457,50
0.146,2.255,0.209,2.127,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,1
0.23,2.119,0.185,2.209,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,2
0.26,2.032,0.296,1.902,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,3
0.294,1.956,0.313,1.901,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,4
0.324,1.871,0.307,1.913,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,5
0.347,1.824,0.341,1.847,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,6
0.374,1.785,0.356,1.769,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,7
0.372,1.733,0.333,1.818,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,8
0.39,1.692,0.366,1.733,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,9
0.408,1.656,0.353,1.721,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,10
0.416,1.633,0.371,1.784,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,11
0.418,1.613,0.396,1.619,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,12
0.439,1.56,0.424,1.559,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,13
0.446,1.531,0.414,1.591,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,14
0.467,1.508,0.375,1.913,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,15
0.47,1.478,0.469,1.524,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,16
0.481,1.448,0.43,1.544,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,17
0.495,1.418,0.412,1.71,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,18
0.501,1.406,0.474,1.467,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,19
0.505,1.395,0.478,1.492,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,20
0.504,1.38,0.479,1.471,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,21
0.538,1.317,0.401,1.762,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,22
0.525,1.328,0.398,1.825,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,23
0.548,1.291,0.458,1.67,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,24
0.543,1.267,0.475,1.522,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,25
0.558,1.246,0.487,1.492,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,26
0.56,1.24,0.5,1.498,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,27
0.589,1.192,0.44,1.783,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,28
0.584,1.176,0.488,1.485,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,29
0.577,1.185,0.464,1.615,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,30
0.589,1.161,0.497,1.434,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,31
0.598,1.122,0.505,1.413,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,32
0.625,1.113,0.502,1.535,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,33
0.602,1.107,0.514,1.429,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,34
0.61,1.104,0.491,1.494,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,35
0.619,1.068,0.506,1.459,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,36
0.63,1.048,0.516,1.474,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,37
0.63,1.04,0.466,1.72,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,38
0.646,1.011,0.506,1.524,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,39
0.648,1.004,0.533,1.468,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,40
0.642,1.015,0.537,1.449,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,41
0.653,0.976,0.491,1.584,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,42
0.671,0.952,0.498,1.501,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,43
0.658,0.977,0.506,1.525,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,44
0.679,0.918,0.504,1.568,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,45
0.681,0.907,0.52,1.543,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,46
0.678,0.904,0.515,1.52,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,47
0.684,0.897,0.51,1.541,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,48
0.685,0.904,0.521,1.571,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,49
0.69,0.899,0.524,1.495,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,2,0.477,50
0.148,2.258,0.147,2.269,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,1
0.22,2.122,0.283,1.963,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,2
0.267,2.021,0.352,1.91,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,3
0.312,1.921,0.357,1.828,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,4
0.322,1.865,0.361,1.828,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,5
0.336,1.816,0.402,1.707,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,6
0.356,1.78,0.393,1.739,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,7
0.385,1.715,0.394,1.648,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,8
0.385,1.709,0.396,1.702,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,9
0.409,1.666,0.398,1.654,2,crop,0.273,emboss,0.812,emboss,0.393,0.836,3,0.457,10
