acc,loss,val_acc,val_loss,trial_no,aug1_type,aug1_magnitude,aug2_type,aug2_magnitude,portion,sample_no,mean_late_val_acc,epoch
0.659,0.986,0.51,1.442,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,24
0.651,1.004,0.551,1.311,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,25
0.669,0.938,0.5,1.592,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,26
0.686,0.913,0.537,1.322,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,27
0.669,0.912,0.551,1.341,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,28
0.698,0.856,0.507,1.671,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,29
0.714,0.82,0.546,1.407,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,30
0.705,0.838,0.521,1.552,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,31
0.713,0.804,0.552,1.507,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,32
0.722,0.784,0.54,1.384,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,33
0.732,0.76,0.542,1.468,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,34
0.742,0.74,0.545,1.396,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,35
0.746,0.731,0.554,1.372,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,36
0.757,0.71,0.553,1.482,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,37
0.758,0.685,0.53,1.685,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,38
0.758,0.678,0.532,1.565,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,39
0.77,0.639,0.534,1.628,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,40
0.774,0.666,0.551,1.37,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,41
0.787,0.621,0.555,1.488,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,42
0.785,0.614,0.565,1.406,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,43
0.781,0.629,0.538,1.539,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,44
0.786,0.605,0.56,1.4,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,45
0.8,0.584,0.554,1.505,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,46
0.808,0.567,0.55,1.591,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,47
0.819,0.53,0.551,1.518,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,48
0.804,0.538,0.551,1.491,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,49
0.819,0.53,0.57,1.44,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,1,0.497,50
0.134,2.289,0.191,2.219,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,1
0.19,2.173,0.215,2.081,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,2
0.243,2.031,0.281,1.928,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,3
0.31,1.908,0.318,1.83,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,4
0.341,1.797,0.362,1.754,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,5
0.371,1.756,0.382,1.686,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,6
0.389,1.673,0.407,1.62,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,7
0.411,1.609,0.359,1.744,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,8
0.441,1.551,0.325,1.843,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,9
0.463,1.483,0.408,1.564,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,10
0.479,1.464,0.464,1.481,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,11
0.504,1.416,0.449,1.497,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,12
0.511,1.359,0.401,1.666,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,13
0.524,1.323,0.473,1.437,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,14
0.549,1.265,0.48,1.474,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,15
0.557,1.231,0.477,1.446,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,16
0.583,1.167,0.432,1.716,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,17
0.575,1.185,0.486,1.476,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,18
0.618,1.094,0.445,1.675,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,19
0.607,1.091,0.502,1.497,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,20
0.63,1.037,0.501,1.469,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,21
0.646,1.011,0.446,1.739,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,22
0.655,0.988,0.502,1.456,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,23
0.662,0.943,0.518,1.434,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,24
0.677,0.904,0.505,1.552,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,25
0.685,0.893,0.508,1.485,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,26
0.683,0.897,0.531,1.408,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,27
0.714,0.826,0.497,1.587,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,28
0.717,0.812,0.535,1.447,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,29
0.721,0.777,0.525,1.476,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,30
0.741,0.771,0.519,1.532,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,31
0.729,0.771,0.502,1.553,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,32
0.742,0.742,0.532,1.47,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,33
0.76,0.68,0.496,1.61,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,34
0.757,0.685,0.528,1.643,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,35
0.768,0.677,0.543,1.372,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,36
0.78,0.64,0.523,1.56,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,37
0.775,0.632,0.529,1.6,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,38
0.787,0.618,0.526,1.619,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,39
0.787,0.615,0.521,1.508,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,40
0.79,0.6,0.525,1.582,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,41
0.797,0.586,0.516,1.851,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,42
0.799,0.567,0.545,1.603,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,43
0.796,0.579,0.529,1.528,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,44
0.815,0.519,0.523,1.838,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,45
0.832,0.496,0.541,1.645,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,46
0.827,0.49,0.51,1.709,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,47
0.827,0.501,0.532,1.601,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,48
0.823,0.503,0.543,1.605,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,49
0.832,0.492,0.495,1.897,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,2,0.418,50
0.137,2.297,0.189,2.242,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,1
0.191,2.16,0.264,2.043,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,2
0.253,2.037,0.285,1.996,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,3
0.293,1.948,0.382,1.862,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,4
0.333,1.835,0.339,1.789,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,5
0.363,1.742,0.406,1.652,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,6
0.39,1.691,0.423,1.623,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,7
0.414,1.627,0.427,1.597,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,8
0.437,1.562,0.401,1.78,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,9
0.459,1.528,0.456,1.549,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,10
0.479,1.474,0.471,1.493,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,11
0.486,1.431,0.443,1.511,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,12
0.512,1.366,0.508,1.426,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,13
0.498,1.345,0.455,1.62,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,14
0.525,1.318,0.442,1.623,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,15
0.548,1.252,0.489,1.461,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,16
0.556,1.224,0.472,1.549,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,17
0.585,1.17,0.469,1.63,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,18
0.588,1.145,0.436,1.813,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,19
0.61,1.112,0.522,1.419,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,20
0.593,1.115,0.521,1.432,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,21
0.622,1.059,0.502,1.491,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,22
0.636,1.02,0.509,1.478,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,23
0.654,0.984,0.504,1.498,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,24
0.638,1.003,0.529,1.458,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,25
0.655,0.975,0.521,1.461,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,26
0.676,0.921,0.5,1.695,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,27
0.675,0.892,0.511,1.61,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,28
0.693,0.878,0.528,1.473,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,29
0.7,0.841,0.512,1.476,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,30
0.702,0.855,0.515,1.484,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,31
0.71,0.805,0.506,1.562,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,32
0.722,0.776,0.52,1.505,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,33
0.745,0.752,0.512,1.693,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,34
0.725,0.788,0.541,1.554,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,35
0.747,0.715,0.518,1.602,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,36
0.748,0.716,0.521,1.634,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,37
0.758,0.696,0.53,1.667,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,38
0.766,0.673,0.523,1.673,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,39
0.762,0.673,0.526,1.611,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,40
0.764,0.654,0.541,1.565,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,41
0.778,0.65,0.552,1.57,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,42
0.778,0.601,0.541,1.677,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,43
0.78,0.623,0.521,1.657,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,44
0.795,0.578,0.522,1.671,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,45
0.798,0.595,0.527,1.692,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,46
0.795,0.574,0.533,1.654,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,47
0.81,0.54,0.541,1.751,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,48
0.821,0.543,0.55,1.645,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,49
0.806,0.552,0.538,1.692,1,gamma-contrast,0.844,perspective-transform,0.847,0.624,3,0.478,50
